Area-Year,Predicted Export Value (USD),Actual Export Value (USD)
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Rwanda-2020,52410.152,180980.80999999985
Rwanda-2021,73937.73,288900.02000000025
Rwanda-2022,15707.834,335353.2800000002
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Kitts and Nevis-2020,3321.4514,5830.4299999999985
Saint Kitts and Nevis-2021,1.8097745,533.9300000000001
Saint Kitts and Nevis-2022,13.945763,671.6499999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Lucia-2022,1632.3689,4220.399999999999
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Saint Vincent and the Grenadines-2020,15411.819,14951.130000000006
Saint Vincent and the Grenadines-2021,7183.4272,13250.969999999992
Saint Vincent and the Grenadines-2022,1.130626,16019.089999999995
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Sao Tome and Principe-2020,2991.4153,4077.4599999999973
Sao Tome and Principe-2021,3374.056,6365.589999999999
Sao Tome and Principe-2022,1056.8363,8639.779999999997
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Saudi Arabia-2020,1294802.5,1872277.1400000006
Saudi Arabia-2021,2099514.5,2400775.060000002
Saudi Arabia-2022,114413.51,2133686.560000002
Senegal-2020,363077.28,563816.6599999997
Senegal-2021,176739.27,798447.2800000004
Senegal-2022,42868.543,613206.7899999998
Senegal-2020,363077.28,563816.6599999997
Senegal-2021,176739.27,798447.2800000004
Senegal-2022,42868.543,613206.7899999998
Senegal-2020,363077.28,563816.6599999997
Senegal-2021,176739.27,798447.2800000004
Senegal-2022,42868.543,613206.7899999998
Senegal-2020,363077.28,563816.6599999997
Senegal-2021,176739.27,798447.2800000004
Senegal-2022,42868.543,613206.7899999998
Senegal-2020,363077.28,563816.6599999997
Senegal-2021,176739.27,798447.2800000004
Senegal-2022,42868.543,613206.7899999998
Senegal-2020,363077.28,563816.6599999997
Senegal-2021,176739.27,798447.2800000004
Senegal-2022,42868.543,613206.7899999998
Senegal-2020,363077.28,563816.6599999997
Senegal-2021,176739.27,798447.2800000004
